class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
blah,0.5147145390510559,0.6155122518539429,-0.7284857630729675,0.999976634979248,0.5237005352973938,0.5611101388931274,-0.673801064491272,0.9999474287033081,0.5335449576377869,0.5631555318832397,-0.6737509369850159,0.9999529123306274,0.5436829924583435,0.565826416015625,-0.6736697554588318,0.9999464750289917,0.48761704564094543,0.557702898979187,-0.6885635256767273,0.9999505281448364,0.4714420437812805,0.5578067302703857,-0.6877537965774536,0.9999535083770752,0.4559003412723541,0.5586920976638794,-0.6878060698509216,0.9999444484710693,0.544104278087616,0.6021655797958374,-0.35519078373908997,0.9999451637268066,0.4184889793395996,0.5917941331863403,-0.40634065866470337,0.9999581575393677,0.5281431078910828,0.6960266828536987,-0.6101542711257935,0.9999436140060425,0.4835284650325775,0.6892744302749634,-0.626081645488739,0.9999570846557617,0.6542874574661255,0.9605602025985718,-0.1788518875837326,0.9987240433692932,0.29088619351387024,0.9753108024597168,-0.2851716876029968,0.9980260133743286,0.7826723456382751,1.3526520729064941,-0.1781586855649948,0.03419165313243866,0.1913597285747528,1.4354944229125977,-0.35670605301856995,0.06551559269428253,0.8090049624443054,1.6839979887008667,-0.4544573128223419,0.036333274096250534,0.247141495347023,1.7633042335510254,-0.8320616483688354,0.02172672562301159,0.8491227626800537,1.7839887142181396,-0.5446592569351196,0.06814747303724289,0.2379727065563202,1.8830646276474,-0.9446702599525452,0.04511318728327751,0.8096069097518921,1.790244221687317,-0.5908440351486206,0.11919667571783066,0.28097307682037354,1.864377737045288,-1.0026174783706665,0.08078033477067947,0.7838045358657837,1.7580466270446777,-0.4935365319252014,0.12526237964630127,0.2906338572502136,1.8163119554519653,-0.8748659491539001,0.07946967333555222,0.6071400046348572,1.822925329208374,-0.03208257257938385,0.00012307471479289234,0.3507940471172333,1.8533095121383667,0.03782142698764801,0.0001071248043444939,0.6392964124679565,2.532228946685791,-0.08660750836133957,7.341946911765262e-05,0.4044134318828583,2.5714704990386963,0.06219092383980751,2.3661761588300578e-05,0.6716492772102356,3.177229881286621,0.39414116740226746,6.158476935524959e-06,0.4401373863220215,3.189136028289795,0.3866315186023712,5.125296524965961e-07,0.6795252561569214,3.28604793548584,0.4114539325237274,6.7740488702838775e-06,0.43720367550849915,3.296567916870117,0.4030328691005707,1.4006632227392402e-06,0.6458117961883545,3.3717870712280273,-0.08216919004917145,1.3166275493858848e-05,0.48224151134490967,3.371979236602783,-0.11226250231266022,6.8605359047069214e-06
blah,0.5100501179695129,0.6183596849441528,-0.6273778676986694,0.9999777674674988,0.5219067931175232,0.5621404647827148,-0.5885644555091858,0.9999498128890991,0.5325609445571899,0.5641857981681824,-0.5881934762001038,0.9999547004699707,0.5431751608848572,0.5666539669036865,-0.587883710861206,0.9999487996101379,0.48324576020240784,0.558220386505127,-0.5930055975914001,0.9999533295631409,0.46701547503471375,0.5580410957336426,-0.592269778251648,0.9999558925628662,0.45050352811813354,0.5587043762207031,-0.5923478007316589,0.999947726726532,0.5448176860809326,0.6023232340812683,-0.3331849277019501,0.9999468922615051,0.4136543869972229,0.5916076898574829,-0.3414187729358673,0.9999603033065796,0.525800347328186,0.6980085968971252,-0.5329946875572205,0.9999462366104126,0.4779473841190338,0.6916512250900269,-0.535219132900238,0.9999592900276184,0.6557641625404358,0.9608082175254822,-0.18323278427124023,0.9987595081329346,0.2862314283847809,0.9750468134880066,-0.263109415769577,0.9981712102890015,0.78776615858078,1.3523036241531372,-0.17786264419555664,0.03834138438105583,0.18839885294437408,1.4230728149414062,-0.30709630250930786,0.06814734637737274,0.8088781833648682,1.68075430393219,-0.3781035244464874,0.04048128426074982,0.23640738427639008,1.7609126567840576,-0.7058103084564209,0.02512557990849018,0.8471528887748718,1.7787082195281982,-0.4508853256702423,0.0763470008969307,0.22227096557617188,1.8825348615646362,-0.7922906279563904,0.05259193852543831,0.8068997263908386,1.776824951171875,-0.4783940613269806,0.1308358907699585,0.26565679907798767,1.8610315322875977,-0.8461645841598511,0.0918746143579483,0.7819492220878601,1.7457674741744995,-0.405548095703125,0.13713744282722473,0.2791382670402527,1.8130006790161133,-0.7452234625816345,0.09094876050949097,0.6064327955245972,1.823049545288086,-0.03272036463022232,0.0001258823904208839,0.3482711613178253,1.85329270362854,0.038389239460229874,0.00011373886081855744,0.6187474727630615,2.5265989303588867,-0.03208037465810776,7.195623766165227e-05,0.38737252354621887,2.557060718536377,0.13578538596630096,2.305128873558715e-05,0.6271079182624817,3.158916711807251,0.43150630593299866,6.0629445215454325e-06,0.40223780274391174,3.1672091484069824,0.5655801296234131,4.89658305014018e-07,0.6324599385261536,3.2603838443756104,0.44908225536346436,6.651288458670024e-06,0.39911991357803345,3.273449420928955,0.5956944823265076,1.3400683656072943e-06,0.5964605212211609,3.3565917015075684,-0.0013181485701352358,1.329833048657747e-05,0.43731242418289185,3.3473193645477295,0.11776217073202133,6.645993835263653e-06
blech,0.4936102032661438,0.6007602214813232,-0.6899795532226562,0.999951958656311,0.5074588656425476,0.5400887727737427,-0.6326341032981873,0.999884843826294,0.5189778804779053,0.5420459508895874,-0.6324167847633362,0.9999041557312012,0.530646562576294,0.5447202920913696,-0.632300615310669,0.9998812675476074,0.4685346186161041,0.5379209518432617,-0.6476752758026123,0.9998993873596191,0.4512275755405426,0.5387392044067383,-0.6469640731811523,0.9999210834503174,0.43481335043907166,0.5392926931381226,-0.6471046805381775,0.9999121427536011,0.5443882346153259,0.5850509405136108,-0.3216847777366638,0.9998533725738525,0.3997590243816376,0.5791627168655396,-0.37710124254226685,0.9999336004257202,0.5129566192626953,0.678754448890686,-0.5786014795303345,0.999875545501709,0.46551433205604553,0.6779060363769531,-0.5946096777915955,0.9999213218688965,0.663209080696106,0.9434828162193298,-0.15360699594020844,0.9976916313171387,0.2817368507385254,0.9648107290267944,-0.30146825313568115,0.9988924860954285,0.7958929538726807,1.3361201286315918,-0.1469918191432953,0.04413456469774246,0.17392757534980774,1.4180290699005127,-0.30861103534698486,0.12310319393873215,0.8268448710441589,1.6698886156082153,-0.42101114988327026,0.0482204332947731,0.22197604179382324,1.7706139087677002,-0.6972159743309021,0.061807237565517426,0.8686445951461792,1.762888789176941,-0.5046514272689819,0.10005676746368408,0.2042066752910614,1.8950133323669434,-0.7972590923309326,0.12269637733697891,0.8266705274581909,1.7697662115097046,-0.5525705814361572,0.16455122828483582,0.2528098225593567,1.8768751621246338,-0.8592188954353333,0.20387020707130432,0.7999809384346008,1.7392734289169312,-0.4611707627773285,0.1698598712682724,0.265726238489151,1.828096628189087,-0.739212155342102,0.19747990369796753,0.6165553331375122,1.803809642791748,-0.017054812982678413,9.618805052014068e-05,0.3562571406364441,1.843051791191101,0.02244405262172222,8.761020581005141e-05,0.6365488767623901,2.523026466369629,-0.12376631051301956,6.477083661593497e-05,0.40244606137275696,2.5619559288024902,0.008776785805821419,2.8210633900016546e-05,0.6605532169342041,3.1877851486206055,0.2910460829734802,1.532844726170879e-05,0.43456563353538513,3.2017931938171387,0.29484328627586365,6.000066719025199e-07,0.6688963770866394,3.297257423400879,0.30111148953437805,1.632714702282101e-05,0.43406936526298523,3.3095180988311768,0.3040681779384613,1.8362123910264927e-06,0.6341508626937866,3.3754897117614746,-0.1957850456237793,3.207340705557726e-05,0.4728472828865051,3.3832406997680664,-0.2295517474412918,8.706964763405267e-06
blech,0.49099308252334595,0.6008768677711487,-0.6009835004806519,0.9999551773071289,0.5065296292304993,0.5401861667633057,-0.5551086664199829,0.9998923540115356,0.5183589458465576,0.5421880483627319,-0.5548706650733948,0.9999101161956787,0.5301863551139832,0.5450043082237244,-0.554729163646698,0.9998889565467834,0.4670000374317169,0.537799060344696,-0.5579453110694885,0.9999063014984131,0.4498472511768341,0.5382376313209534,-0.5570948719978333,0.9999262690544128,0.43322643637657166,0.5383769869804382,-0.5572666525840759,0.9999181032180786,0.5442982912063599,0.5850257873535156,-0.2926449477672577,0.9998624920845032,0.3989190459251404,0.578456461429596,-0.2929668128490448,0.999937891960144,0.5108699798583984,0.6791422367095947,-0.5068053007125854,0.9998839497566223,0.46044111251831055,0.6776077747344971,-0.5069375038146973,0.9999266266822815,0.6632092595100403,0.946414053440094,-0.15206864476203918,0.9977853894233704,0.28118759393692017,0.9680453538894653,-0.24399682879447937,0.9989612102508545,0.795534074306488,1.3447434902191162,-0.14982475340366364,0.04530997946858406,0.19217750430107117,1.4181177616119385,-0.23185084760189056,0.12973731756210327,0.8121930360794067,1.6747550964355469,-0.4009302854537964,0.046469394117593765,0.2328147441148758,1.7706137895584106,-0.5850697755813599,0.061952367424964905,0.846851646900177,1.7751973867416382,-0.4778096377849579,0.09553968906402588,0.21659253537654877,1.8955035209655762,-0.671751856803894,0.12084195762872696,0.8023940920829773,1.7727432250976562,-0.5087014436721802,0.15728451311588287,0.26011767983436584,1.876853108406067,-0.7307199239730835,0.20053187012672424,0.7788944840431213,1.7397027015686035,-0.43193796277046204,0.1628699004650116,0.27395349740982056,1.8279451131820679,-0.6240333914756775,0.19457824528217316,0.6160299181938171,1.8090739250183105,-0.01958504132926464,0.00010631207260303199,0.3548325002193451,1.8432170152664185,0.024893203750252724,9.985410724766552e-05,0.6291080713272095,2.523118257522583,-0.11685676127672195,6.834025407442823e-05,0.3926297724246979,2.5563855171203613,0.029892930760979652,3.050258419534657e-05,0.6469642519950867,3.1800363063812256,0.27889078855514526,1.5000856365077198e-05,0.4163411259651184,3.184950828552246,0.29959145188331604,6.321126306829683e-07,0.6554084420204163,3.2882766723632812,0.28754621744155884,1.6164882254088297e-05,0.414530485868454,3.291515827178955,0.3097741901874542,1.8882332142311498e-06,0.6147801876068115,3.3732004165649414,-0.19516974687576294,3.112906779279001e-05,0.4567537307739258,3.370814085006714,-0.1850917637348175,8.868988516042009e-06
blech,0.49058207869529724,0.6001237034797668,-0.5466404557228088,0.9999585747718811,0.5064032673835754,0.5398382544517517,-0.5047429203987122,0.9999005198478699,0.5182247757911682,0.54185551404953,-0.5043919682502747,0.9999164938926697,0.5300689339637756,0.5447598695755005,-0.5042274594306946,0.9998974204063416,0.46673670411109924,0.5370528697967529,-0.5061591267585754,0.99991375207901,0.44969165325164795,0.5370739698410034,-0.5053739547729492,0.9999316930770874,0.4330044388771057,0.5368524789810181,-0.5055201053619385,0.9999244809150696,0.5442293286323547,0.5842167735099792,-0.2584867477416992,0.9998725056648254,0.39883294701576233,0.5768361687660217,-0.2503128945827484,0.999942421913147,0.5103901028633118,0.6779142022132874,-0.4576072692871094,0.9998927712440491,0.4597615599632263,0.6751977205276489,-0.455830842256546,0.9999321699142456,0.6621977686882019,0.9389182329177856,-0.1375998854637146,0.9979081153869629,0.28146442770957947,0.9672869443893433,-0.20706294476985931,0.9990272521972656,0.7972823977470398,1.3336135149002075,-0.13011537492275238,0.049403924494981766,0.19853012263774872,1.4063854217529297,-0.2127794772386551,0.13186483085155487,0.8146259784698486,1.6595033407211304,-0.3153989613056183,0.04568357393145561,0.23671096563339233,1.7573927640914917,-0.5614513754844666,0.060890279710292816,0.8480333685874939,1.7602884769439697,-0.37940868735313416,0.09326311200857162,0.22041325271129608,1.8839144706726074,-0.6419016122817993,0.1186622753739357,0.8039491176605225,1.7527707815170288,-0.40928760170936584,0.15342295169830322,0.26295605301856995,1.8608843088150024,-0.6943938732147217,0.1961708962917328,0.7811744213104248,1.7208740711212158,-0.3435927927494049,0.15915389358997345,0.2775726616382599,1.8129894733428955,-0.5981094241142273,0.19116705656051636,0.6161820292472839,1.8005828857421875,-0.02160460501909256,0.00011700821778504178,0.3550974130630493,1.8302001953125,0.026856346055865288,0.0001143365225289017,0.6283790469169617,2.5070364475250244,-0.09409914910793304,7.206413283711299e-05,0.3923111855983734,2.5310328006744385,0.06161853298544884,3.292403926025145e-05,0.6446235179901123,3.1568944454193115,0.28285452723503113,1.4447709872911219e-05,0.41394108533859253,3.1566014289855957,0.3692391514778137,6.571286803591647e-07,0.6524324417114258,3.2622008323669434,0.29043248295783997,1.551616696815472e-05,0.41194283962249756,3.2606594562530518,0.38509905338287354,1.894021920634259e-06,0.6134368777275085,3.353513717651367,-0.172346293926239,3.0032733775442466e-05,0.45405611395835876,3.344571828842163,-0.09746678173542023,8.727541171538178e-06
blech,0.4889974892139435,0.6007077693939209,-0.5834396481513977,0.9999616742134094,0.5053247809410095,0.5403181910514832,-0.5389654040336609,0.9999077916145325,0.5175937414169312,0.5423867106437683,-0.5386543273925781,0.9999224543571472,0.5295626521110535,0.5454493761062622,-0.5384948253631592,0.9999048113822937,0.46518686413764954,0.5371369123458862,-0.5430603623390198,0.9999201893806458,0.44802695512771606,0.5370892882347107,-0.5422974228858948,0.9999366402626038,0.4309902489185333,0.5368553400039673,-0.5424292087554932,0.9999298453330994,0.5440358519554138,0.5843033790588379,-0.2699921727180481,0.9998822212219238,0.39718151092529297,0.5770525932312012,-0.28286662697792053,0.999946653842926,0.5089350938796997,0.6783573627471924,-0.48907729983329773,0.9999011158943176,0.45679759979248047,0.6752458214759827,-0.49060171842575073,0.9999373555183411,0.6621071696281433,0.9407472014427185,-0.16175541281700134,0.9980406761169434,0.27889785170555115,0.9690810441970825,-0.22894077003002167,0.9990941286087036,0.7969586849212646,1.3420791625976562,-0.18197201192378998,0.05203299969434738,0.19739428162574768,1.4053136110305786,-0.297402024269104,0.13300998508930206,0.8108547925949097,1.659694790840149,-0.39266717433929443,0.04661282151937485,0.22762317955493927,1.7565925121307373,-0.7664424180984497,0.06147541478276253,0.8438748121261597,1.7605222463607788,-0.4646143615245819,0.09376789629459381,0.20701788365840912,1.8839154243469238,-0.8648108243942261,0.11891159415245056,0.8003960251808167,1.753694772720337,-0.48216304183006287,0.1541111171245575,0.2509814202785492,1.8613632917404175,-0.9184508919715881,0.19601447880268097,0.7773358821868896,1.7215248346328735,-0.41613128781318665,0.15990005433559418,0.26758700609207153,1.812947392463684,-0.8077908158302307,0.19142837822437286,0.6152598857879639,1.8062509298324585,-0.02262420766055584,0.0001289384817937389,0.3559611439704895,1.8304755687713623,0.027919000014662743,0.00012886336480733007,0.6218134760856628,2.5089781284332275,-0.08048028498888016,7.607486622873694e-05,0.38623422384262085,2.5330355167388916,0.07659031450748444,3.368038233020343e-05,0.6354339122772217,3.1586434841156006,0.32421714067459106,1.4270166502683423e-05,0.40594610571861267,3.1585018634796143,0.40454503893852234,6.608198646063101e-07,0.64284348487854,3.264780282974243,0.33560478687286377,1.526147207187023e-05,0.4037746787071228,3.2635817527770996,0.42173153162002563,1.8679398863241659e-06,0.6040055155754089,3.3543102741241455,-0.12544137239456177,2.9534090572269633e-05,0.446058064699173,3.346635580062866,-0.06544212996959686,8.635028279968537e-06
blech,0.48753631114959717,0.6024090051651001,-0.5766974091529846,0.9999639391899109,0.5041713118553162,0.541435956954956,-0.5326970815658569,0.999913215637207,0.5165560841560364,0.5435376167297363,-0.5323875546455383,0.9999269247055054,0.5287575125694275,0.5466382503509521,-0.5322525501251221,0.9999105334281921,0.46372613310813904,0.537560224533081,-0.535188615322113,0.9999250173568726,0.44626444578170776,0.5373182892799377,-0.5344365835189819,0.9999402165412903,0.4294409155845642,0.5370121598243713,-0.5345789194107056,0.9999337792396545,0.5436556339263916,0.5846512913703918,-0.2745162844657898,0.999889612197876,0.3956833779811859,0.5775465965270996,-0.27756574749946594,0.9999494552612305,0.5074509978294373,0.680389940738678,-0.48487967252731323,0.9999071359634399,0.454500287771225,0.6766373515129089,-0.48479360342025757,0.9999408721923828,0.6621068716049194,0.9461797475814819,-0.16128024458885193,0.9981532096862793,0.2780289947986603,0.9720920324325562,-0.22824054956436157,0.9991376996040344,0.7961667776107788,1.3502949476242065,-0.18426868319511414,0.05375444516539574,0.19627279043197632,1.411124587059021,-0.2972717881202698,0.13083416223526,0.7975597381591797,1.6645443439483643,-0.3993135690689087,0.04589562863111496,0.22901420295238495,1.7596466541290283,-0.7429916858673096,0.0596294179558754,0.8274833559989929,1.7684037685394287,-0.47171783447265625,0.09146717935800552,0.20903804898262024,1.8872435092926025,-0.8390119671821594,0.1148427352309227,0.7821312546730042,1.7584816217422485,-0.4905412495136261,0.15051360428333282,0.2526778280735016,1.865574598312378,-0.8936610817909241,0.18938741087913513,0.7611125111579895,1.723663330078125,-0.41816550493240356,0.15597078204154968,0.26911231875419617,1.816169023513794,-0.7836487293243408,0.185243159532547,0.6144554018974304,1.8114697933197021,-0.02298668958246708,0.0001430702250218019,0.35437455773353577,1.834083914756775,0.028271015733480453,0.0001443418877897784,0.6191312670707703,2.5130059719085693,-0.07124806940555573,8.126274042297155e-05,0.38468340039253235,2.53421688079834,0.06707929074764252,3.464975816314109e-05,0.6302134990692139,3.159705638885498,0.33045992255210876,1.4068429663893767e-05,0.40197545289993286,3.1612775325775146,0.37198570370674133,6.670612719972269e-07,0.6378118991851807,3.266282081604004,0.34207433462142944,1.516765132691944e-05,0.3992856442928314,3.2660679817199707,0.3872028887271881,1.8661171452549752e-06,0.5949302911758423,3.3556885719299316,-0.11345178633928299,2.876082726288587e-05,0.44155892729759216,3.3486952781677246,-0.10809939354658127,8.45818613015581e-06
blech,0.4853460490703583,0.6008439660072327,-0.5830348134040833,0.9999660849571228,0.5024812817573547,0.5402569770812988,-0.5375773906707764,0.9999182224273682,0.5149907469749451,0.5423229336738586,-0.53730708360672,0.9999307990074158,0.5273320078849792,0.5452833771705627,-0.5371339917182922,0.9999156594276428,0.46170341968536377,0.5364322066307068,-0.5391220450401306,0.9999295473098755,0.4444511830806732,0.5361171960830688,-0.5383430123329163,0.9999433755874634,0.4280589520931244,0.5356673002243042,-0.53849196434021,0.9999375343322754,0.5431678891181946,0.5836914777755737,-0.2793225347995758,0.9998961687088013,0.39485135674476624,0.5767390727996826,-0.27720409631729126,0.9999520778656006,0.5061010718345642,0.6783528923988342,-0.49195486307144165,0.9999125599861145,0.4527178108692169,0.6740885972976685,-0.49079954624176025,0.9999440908432007,0.6621404886245728,0.9513156414031982,-0.16770024597644806,0.9981741905212402,0.2778167724609375,0.9748453497886658,-0.22851242125034332,0.9991557002067566,0.7936780452728271,1.361240029335022,-0.19035837054252625,0.0525333546102047,0.19554971158504486,1.4177320003509521,-0.29651179909706116,0.12792927026748657,0.7835646867752075,1.6787617206573486,-0.3984323740005493,0.044127754867076874,0.2331639677286148,1.761366367340088,-0.7395995855331421,0.057638980448246,0.8113836646080017,1.7850040197372437,-0.4710243046283722,0.08798276633024216,0.21642489731311798,1.8896952867507935,-0.8363872766494751,0.11117123812437057,0.7664522528648376,1.7714124917984009,-0.48994243144989014,0.14492742717266083,0.2589682638645172,1.8656797409057617,-0.8875787854194641,0.18351711332798004,0.7459972500801086,1.7342618703842163,-0.4195227324962616,0.15058009326457977,0.27436918020248413,1.816331148147583,-0.7792531251907349,0.1799837201833725,0.6144181489944458,1.8141621351242065,-0.02544829621911049,0.0001454297744203359,0.3526870906352997,1.8368998765945435,0.03079494647681713,0.00014770349662285298,0.6197459101676941,2.5162642002105713,-0.07541543990373611,8.051584882196039e-05,0.38477134704589844,2.534921407699585,0.09269287437200546,3.408278644201346e-05,0.6319531202316284,3.160475492477417,0.3448279798030853,1.3247609786048997e-05,0.40275585651397705,3.1630795001983643,0.4313884377479553,6.409413231267536e-07,0.6396893262863159,3.26749587059021,0.35722193121910095,1.4236961760616396e-05,0.4005388617515564,3.2684717178344727,0.4503518044948578,1.7909025018525426e-06,0.596854031085968,3.357224941253662,-0.11428190767765045,2.703175414353609e-05,0.4413326680660248,3.3501217365264893,-0.04224524646997452,8.110558155749459e-06
blech,0.4826602041721344,0.6004459261894226,-0.5914489030838013,0.9999678730964661,0.4997667968273163,0.5400445461273193,-0.5423109531402588,0.9999226927757263,0.512700617313385,0.5420814156532288,-0.5419839024543762,0.9999343156814575,0.5253140926361084,0.5449472665786743,-0.5418054461479187,0.9999203085899353,0.4587295353412628,0.5363327264785767,-0.5489954352378845,0.9999334216117859,0.4416397213935852,0.5360581278800964,-0.5482495427131653,0.9999459981918335,0.42553743720054626,0.5356184840202332,-0.5484011769294739,0.9999404549598694,0.5426403880119324,0.5835676193237305,-0.2924177050590515,0.999902606010437,0.39359238743782043,0.5769778490066528,-0.28525179624557495,0.9999541640281677,0.504625141620636,0.6775625348091125,-0.4948311448097229,0.99991774559021,0.4502890408039093,0.673447847366333,-0.49989554286003113,0.9999468326568604,0.664397120475769,0.9516485333442688,-0.18285253643989563,0.9982292652130127,0.2790214419364929,0.977658212184906,-0.23212699592113495,0.9991607069969177,0.7978273034095764,1.3616822957992554,-0.22703033685684204,0.052604835480451584,0.19968588650226593,1.422925591468811,-0.3179222047328949,0.12447753548622131,0.787484347820282,1.6817867755889893,-0.444389671087265,0.0437459871172905,0.23592345416545868,1.7650649547576904,-0.812486469745636,0.05569347366690636,0.818552553653717,1.7890163660049438,-0.5208085775375366,0.08633631467819214,0.21882493793964386,1.8948800563812256,-0.9167592525482178,0.10741010308265686,0.7745030522346497,1.776638150215149,-0.5381054282188416,0.14254499971866608,0.26188382506370544,1.8697012662887573,-0.9676055908203125,0.1777454912662506,0.7527254223823547,1.7388972043991089,-0.4673535227775574,0.14845766127109528,0.277331680059433,1.8195089101791382,-0.8537833094596863,0.1747271716594696,0.616820752620697,1.814665675163269,-0.030250253155827522,0.0001472102158004418,0.35315611958503723,1.8380461931228638,0.03570523485541344,0.00014952468336559832,0.6250767111778259,2.5163769721984863,-0.07450311630964279,7.877991447458044e-05,0.3860189616680145,2.5360121726989746,0.12153437733650208,3.2994845241773874e-05,0.6385901570320129,3.1590094566345215,0.3614882528781891,1.2401583262544591e-05,0.40800318121910095,3.160623073577881,0.4810139834880829,6.118214628259011e-07,0.6472852230072021,3.2654905319213867,0.3756750822067261,1.3344872968445998e-05,0.40774285793304443,3.2666211128234863,0.5023478269577026,1.7180025224661222e-06,0.6010205745697021,3.35709810256958,-0.10006386786699295,2.5271716367569752e-05,0.4457450807094574,3.348219633102417,0.011981339193880558,7.744662070763297e-06
blech,0.48154470324516296,0.5974010229110718,-0.5798900127410889,0.9999694228172302,0.4986467659473419,0.5379916429519653,-0.5356565117835999,0.9999259114265442,0.5115965008735657,0.5398204922676086,-0.5353853702545166,0.9999369382858276,0.5240781903266907,0.5421956777572632,-0.5352071523666382,0.9999236464500427,0.457890123128891,0.5351746082305908,-0.5378065705299377,0.9999364614486694,0.441018283367157,0.5351266264915466,-0.5370549559593201,0.999948263168335,0.425110787153244,0.5348932147026062,-0.5372104644775391,0.99994295835495,0.5421496629714966,0.5818761587142944,-0.2897140085697174,0.9999068975448608,0.3935733139514923,0.5768123865127563,-0.27590933442115784,0.9999560117721558,0.5038285851478577,0.6740316152572632,-0.4886103570461273,0.9999215006828308,0.44995278120040894,0.6704874634742737,-0.4873710572719574,0.9999489784240723,0.6663665771484375,0.9502804279327393,-0.17633721232414246,0.9982526898384094,0.2809878885746002,0.9762862324714661,-0.2294740527868271,0.9991862177848816,0.7990733981132507,1.3612691164016724,-0.2212243676185608,0.05334766209125519,0.20124301314353943,1.41130530834198,-0.28633278608322144,0.12350957095623016,0.7906291484832764,1.6816298961639404,-0.40992096066474915,0.04355314373970032,0.2385188639163971,1.7584820985794067,-0.7093035578727722,0.05569709837436676,0.8227881193161011,1.788171410560608,-0.4799867570400238,0.08544088900089264,0.22095128893852234,1.8890166282653809,-0.8028096556663513,0.10707252472639084,0.7788209915161133,1.7766162157058716,-0.49970293045043945,0.14106248319149017,0.26471224427223206,1.8658400774002075,-0.8495160937309265,0.17680047452449799,0.7565793991088867,1.7389144897460938,-0.43288925290107727,0.14719930291175842,0.27994802594184875,1.8153057098388672,-0.7465105056762695,0.17420679330825806,0.6172568202018738,1.8109123706817627,-0.030046990141272545,0.00015041395090520382,0.35364484786987305,1.833858847618103,0.03551727160811424,0.00015495542902499437,0.6252948045730591,2.5119802951812744,-0.059204697608947754,7.836904842406511e-05,0.3880225718021393,2.5312886238098145,0.10684550553560257,3.262563041062094e-05,0.6387419104576111,3.1484217643737793,0.3747739791870117,1.2017288099741563e-05,0.412150114774704,3.150818347930908,0.4511708915233612,6.095693265706359e-07,0.6473628878593445,3.254115343093872,0.38954728841781616,1.3026249689573888e-05,0.41261816024780273,3.257082223892212,0.4707670509815216,1.7104465541706304e-06,0.6014608144760132,3.3464202880859375,-0.07056058198213577,2.4441254936391488e-05,0.44890862703323364,3.337536573410034,-0.013621210120618343,7.687009201617911e-06
